,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__C,param_svc__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,69.16682400703431,2.8606693400085867,10.908462619781494,0.3638941538463017,1,scale,"{'svc__C': 1, 'svc__gamma': 'scale'}",0.9593906300188134,0.9741810480782228,0.9745881290904987,0.9727752945956928,0.9734545290100846,0.9708779261586624,0.005777076805016057,11
1,68.9277569770813,3.204570348343808,10.865313577651978,0.3838374738944649,1,auto,"{'svc__C': 1, 'svc__gamma': 'auto'}",0.9593906300188134,0.9741810480782228,0.9745881290904987,0.9727752945956928,0.9734545290100846,0.9708779261586624,0.005777076805016057,11
2,61.72336592674255,3.8730580720497882,8.10380506515503,0.33431328996833165,10,scale,"{'svc__C': 10, 'svc__gamma': 'scale'}",0.9640142844061899,0.9789644012944984,0.9794209033187733,0.9786142001710864,0.9795771155493439,0.9761181809479783,0.0060614783238490885,9
3,62.99230742454529,3.969129683426183,8.053908729553223,0.3333452001750958,10,auto,"{'svc__C': 10, 'svc__gamma': 'auto'}",0.9640142844061899,0.9789644012944984,0.9794209033187733,0.9786142001710864,0.9795771155493439,0.9761181809479783,0.0060614783238490885,9
4,80.51761770248413,6.961829422296164,6.867064380645752,0.35598781375881156,50,scale,"{'svc__C': 50, 'svc__gamma': 'scale'}",0.9666422957411808,0.9819128405367802,0.9821942446043165,0.9822953176956951,0.9818607372732593,0.9789810871702465,0.0061715774502129304,7
5,80.6662160396576,6.326311773665015,6.861264276504516,0.3477863502388797,50,auto,"{'svc__C': 50, 'svc__gamma': 'auto'}",0.9666422957411808,0.9819128405367802,0.9821942446043165,0.9822953176956951,0.9818607372732593,0.9789810871702465,0.0061715774502129304,7
6,101.48940334320068,8.386862508682318,6.501961088180542,0.3395884721933066,100,scale,"{'svc__C': 100, 'svc__gamma': 'scale'}",0.9668904416130064,0.9824120603015075,0.9828268297068873,0.9831559089071554,0.9824087821118459,0.9795388045280806,0.006330371366165802,5
7,102.8943293094635,8.646539199355745,6.448123645782471,0.3602195414521554,100,auto,"{'svc__C': 100, 'svc__gamma': 'auto'}",0.9668904416130064,0.9824120603015075,0.9828268297068873,0.9831559089071554,0.9824087821118459,0.9795388045280806,0.006330371366165802,5
8,141.99313592910767,15.025400945979358,6.153600740432739,0.33988093391239144,200,scale,"{'svc__C': 200, 'svc__gamma': 'scale'}",0.9679832162729181,0.9829109665844359,0.9836802589578745,0.9833872126436782,0.982954800989431,0.9801832910896675,0.006106671824472928,3
9,142.18007640838624,13.463157462062172,6.129394292831421,0.32491921292924697,200,auto,"{'svc__C': 200, 'svc__gamma': 'auto'}",0.9679832162729181,0.9829109665844359,0.9836802589578745,0.9833872126436782,0.982954800989431,0.9801832910896675,0.006106671824472928,3
10,244.44370064735412,31.61208777060188,5.814389324188232,0.338186092770861,500,scale,"{'svc__C': 500, 'svc__gamma': 'scale'}",0.9694677360554138,0.9839020671718757,0.9844992586601968,0.984478736766553,0.9840043134435659,0.981270422419521,0.005906298063286402,1
11,245.30824093818666,30.65065264586306,5.338797092437744,0.9200055110546369,500,auto,"{'svc__C': 500, 'svc__gamma': 'auto'}",0.9694677360554138,0.9839020671718757,0.9844992586601968,0.984478736766553,0.9840043134435659,0.981270422419521,0.005906298063286402,1
